certificate_isin;certificate_name;stock_name;stock_google_finance_ticker;stock_exchange;stock_isin;stock_industry;stock_sector
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;NVIDIA Corp;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Technology
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;Intel Corporation;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);NVIDIA Corp;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Technology
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);ASML Holding N.V.;ASML;NASDAQ;US04583N1000;Semiconductor Equipment;Technology
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);Advanced Micro Devices, Inc.;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
CH1550424985;Certificato Express in EUR su Banca Monte dei Paschi Siena e STMicroelectronics;STMicroelectronics NV;EPA:STMPA;EPA;NL0000226223;Semiconductors;Technology
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;STMicroelectronics (PA);EPA:STMPA;EPA;NL0000226223;Semiconductors;Technology
IT0005710725;Phoenix Autocallable Worst of MU, SMCI, SNDK;Micron Technology Inc;NASDAQ:MU;NASDAQ;US5951121038;Semiconductors;Technology
IT0005710725;Phoenix Autocallable Worst of MU, SMCI, SNDK;Sandisk Corp;NASDAQ:SNDK;NASDAQ;US80004C1018;Semiconductors;Technology
IT0005710725;Phoenix Autocallable Worst of MU, SMCI, SNDK;Super Micro Computer Inc;NASDAQ:SMCI;NASDAQ;US86800U1043;Computer Hardware;Technology
IT0006771353;IT0006771353;Intel Corp;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
IT0006771353;IT0006771353;STMicroelectronics NV;BIT:STMMI;BIT;NL0000226223;Semiconductors;Technology
IT0006771353;IT0006771353;Advanced Micro Devices Inc;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
IT0006771353;IT0006771353;Infineon Technologies AG;ETR:IFX;XETRA;DE0006231004;Semiconductors;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Micron Technology;NASDAQ:MU;NASDAQ;US5951121038;Semiconductors;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Intel;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Oracle;NYSE:ORCL;NYSE;US68389X1054;Software-Infrastructure;Technology
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);UiPath;NYSE:PATH;NYSE;US90364P1057;Software;Technology
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);C3.AI;NYSE:AI;NYSE;US12468P1049;Software;Technology
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);KLA;NASDAQ:KLAC;NASDAQ;US4824801009;Semiconductors;Technology
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);NVIDIA Corp;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Technology
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);Microsoft Corp;NASDAQ:MSFT;NASDAQ;US5949181045;Software;Technology
NLBNPIT2SP93;12 Premi Fissi Cash Collect Step Down 95% (META, GOOGL, AMD, AMZN);Advanced Micro Devices Inc;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Nvidia;NASDAQ:NVDA;NASDAQ;N/A;Semiconductors;Technology
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Palantir Technologies Inc;NYSE:PLTR;Not specified;US69608A1088;Software;Technology
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Dassault Systemes SE;EPA:DSY;EPA;FR0014003TT8;Software;Technology
NLBNPIT2XBR3;12 Premi Fissi Cash Collect Step Down;STMicroelectronics NV;BIT:STMMI;BIT;NL0000226223;Semiconductors;Technology
NLBNPIT300U7;Step Down Memory Cash Collect on Palantir Technologies Inc;Palantir Technologies Inc.;NYSE:PLTR;NYSE;US69608A1088;Software-Infrastructure;Technology
NLBNPIT300U7;Step Down Memory Cash Collect on Palantir Technologies Inc;Palantir;NYSE:PLTR;NYSE;US69608A1088;Software—Infrastructure;Technology
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Dell Technologies Inc;NYSE:DELL;NYSE;US24703L2025;Hardware;Technology
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Meta Platforms Inc;NASDAQ:META;NASDAQ;US30303M1027;Interactive Media and Services;Technology
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Advanced Micro Devices Inc;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
NLBNPIT304K0;12 Premi Fissi Cash Collect Step Down (FCT, SRG, ERG, STMMI);STMicroelectronics NV;BIT:STMMI;BIT;NL0000226223;Semiconductors;Technology
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);ASML Holding NV;ASML;Amsterdam;NL0010273215;Semiconductor Equipment;Technology
NLBNPIT304W5;Memory Cash Collect Callable SX6E SX7E SX8E SXIE;ESTX Technology (EUR) Pr;SX8E;STOXX;EU0009658582;Technology;Technology
XS3312413779;Credit Certificate on HP INC., DELL INC. and META PLATFORMS, INC.;HP INC.;HPQ;Not specified;Not specified;Hardware;Technology
XS3312413779;Credit Certificate on HP INC., DELL INC. and META PLATFORMS, INC.;DELL INC.;NYSE:DELL;Not specified;Not specified;Hardware;Technology
XS3312413779;Credit Certificate on HP INC., DELL INC. and META PLATFORMS, INC.;META PLATFORMS, INC.;NASDAQ:META;Not specified;Not specified;Internet Services;Technology
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);ENEL SPA;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
IT0005621674;Mediobanca Bonus Cap Engie SA (ENGI);Engie SA;EPA:ENGI;EPA;FR0010208488;Multi-Utilities;Utilities
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Erg;BIT:ERG;BIT;IT0001157057;Renewable Energy;Utilities
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Enel;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Veolia Environnement SA;VIE;EPA;FR0000124141;Environmental Services;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);A2A SpA;A2A;BIT;IT0001233417;Electric Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Engie SA;EPA:ENGI;EPA;FR0010208488;Multi-Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);E.ON SE;EOAN;XETRA;DE000ENAG999;Electric Utilities;Utilities
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Enel SpA;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
NLBNPIT304K0;12 Premi Fissi Cash Collect Step Down (FCT, SRG, ERG, STMMI);Snam SpA;BIT:SRG;BIT;IT0003153415;Gas Utilities;Utilities
NLBNPIT304K0;12 Premi Fissi Cash Collect Step Down (FCT, SRG, ERG, STMMI);ERG SpA;BIT:ERG;BIT;IT0001157020;Renewable Energy;Utilities
NLBNPIT304L8;12 Premi Fissi Cash Collect Step Down (ENI, ENEL, RACE, ISP);Enel SpA;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Endesa SA;ELE;BME;ES0130670112;Electric Utilities;Utilities
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Enel SpA;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
NLBNPIT304W5;Memory Cash Collect Callable SX6E SX7E SX8E SXIE;EURO STOXX Utilities;SX6E;STOXX;EU0009658962;Utilities;Utilities
XS3312413696;Credit Certificate on LEONARDO S.P.A., ENI S.P.A., ENEL S.P.A.;ENEL S.P.A.;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
IT0006773052;30m Wof Memory Phoenix Autocall on Nasdaq-100 Index, iShares MSCI Brazil ETF, iShares China Large-Cap ETF, EURO STOXX Banks Price EUR in EUR;iShares MSCI Brazil ETF;NYSEARCA:EWZ;NYSE Arca;US4642840076;Emerging Markets Equity;ETF
IT0006773052;30m Wof Memory Phoenix Autocall on Nasdaq-100 Index, iShares MSCI Brazil ETF, iShares China Large-Cap ETF, EURO STOXX Banks Price EUR in EUR;iShares China Large-Cap ETF;NYSEARCA:FXI;NYSE Arca;US4642871846;Emerging Markets Equity;ETF
IT0006773052;30m Wof Memory Phoenix Autocall on Nasdaq-100 Index, iShares MSCI Brazil ETF, iShares China Large-Cap ETF, EURO STOXX Banks Price EUR in EUR;EURO STOXX Banks Price EUR;STOXX:SX7E;STOXX Limited;EU0009658426;Financials;Index
IT0006775560;42m Wof Memory Phoenix Autocall on EURO STOXX Banks Price EUR, Nikkei 225, CAC 40, Nasdaq-100 Index in EUR;EURO STOXX Banks Price EUR;STOXX:SX7E;N/A;EU0009658426;Banking;Financials
IT0006775560;42m Wof Memory Phoenix Autocall on EURO STOXX Banks Price EUR, Nikkei 225, CAC 40, Nasdaq-100 Index in EUR;CAC 40;CAC;N/A;FR0003500008;Equity Index;Multi-Sector
IT0006775560;42m Wof Memory Phoenix Autocall on EURO STOXX Banks Price EUR, Nikkei 225, CAC 40, Nasdaq-100 Index in EUR;Nikkei 225;NKY;N/A;JP9010C00002;Equity Index;Multi-Sector
IT0006773052;30m Wof Memory Phoenix Autocall on Nasdaq-100 Index, iShares MSCI Brazil ETF, iShares China Large-Cap ETF, EURO STOXX Banks Price EUR in EUR;Nasdaq-100 Index;NVDA:NASDAQ;NASDAQ;US6311011026;Technology / Multi-sector;Index
IT0006775560;42m Wof Memory Phoenix Autocall on EURO STOXX Banks Price EUR, Nikkei 225, CAC 40, Nasdaq-100 Index in EUR;Nasdaq-100 Index;NDX;N/A;US6311011026;Equity Index;Technology
NLBNPIT305C4;Fast Cash Collect on Stellantis NV, Siemens Energy AG, Banco BPM SpA, STMicroelectronics NV;Stellantis NV;BIT:STLAM;BIT;NL00150001Q9;Automobiles;Consumer Discretionary
NLBNPIT305C4;Fast Cash Collect on Stellantis NV, Siemens Energy AG, Banco BPM SpA, STMicroelectronics NV;Siemens Energy AG;ETR:ENR;Xetra;DE000ENER6Y0;Electrical Equipment;Industrials
NLBNPIT305C4;Fast Cash Collect on Stellantis NV, Siemens Energy AG, Banco BPM SpA, STMicroelectronics NV;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banking;Financials
NLBNPIT305C4;Fast Cash Collect on Stellantis NV, Siemens Energy AG, Banco BPM SpA, STMicroelectronics NV;STMicroelectronics NV;EPA:STMPA;EPA;NL0000226223;Semiconductors;Information Technology
NLBNPIT305D2;Fast Cash Collect Memory Step Down on Intel Corp, Infineon Technologies AG, Micron Technology Inc;Intel Corp;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
NLBNPIT305D2;Fast Cash Collect Memory Step Down on Intel Corp, Infineon Technologies AG, Micron Technology Inc;Infineon Technologies AG;ETR:IFX;XETRA;DE0006231004;Semiconductors;Technology
NLBNPIT305D2;Fast Cash Collect Memory Step Down on Intel Corp, Infineon Technologies AG, Micron Technology Inc;Micron Technology Inc;NASDAQ:MU;NASDAQ;US5951121038;Semiconductors;Technology
NLBNPIT305E0;Enjoy Cash Collect Memory Step Down;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banking;Financials
NLBNPIT305E0;Enjoy Cash Collect Memory Step Down;UniCredit SpA;BIT:UCG;BIT;IT0005239360;Banking;Financials
NLBNPIT305E0;Enjoy Cash Collect Memory Step Down;BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banking;Financials
NLBNPIT305H3;Enjoy Cash Collect Memory Step Down;Intesa Sanpaolo S.p.A.;BIT:ISP;BIT;IT0000072618;Banking;Financials
NLBNPIT305H3;Enjoy Cash Collect Memory Step Down;UniCredit S.p.A.;BIT:UCG;BIT;IT0005239360;Banking;Financials
NLBNPIT305H3;Enjoy Cash Collect Memory Step Down;Azimut Holding S.p.A.;BIT:AZM;BIT;IT0003261697;Asset Management;Financials
NLBNPIT305H3;Enjoy Cash Collect Memory Step Down;Banco BPM S.p.A.;BIT:BAMI;BIT;IT0005218380;Banking;Financials
NLBNPIT305I1;Enjoy Cash Collect Memory Step Down;Poste Italiane SpA;BIT:PST;BIT;IT0003796171;Postal and Logistics Services;Industrials
NLBNPIT305I1;Enjoy Cash Collect Memory Step Down;Assicurazioni Generali S.p.A.;BIT:G;BIT;IT0000062072;Insurance;Financials
NLBNPIT305I1;Enjoy Cash Collect Memory Step Down;Enel SpA;BIT:ENEL;BIT;IT0003128367;Electric Utilities;Utilities
NLBNPIT305I1;Enjoy Cash Collect Memory Step Down;Eni SpA;BIT:ENI;BIT;IT0003132476;Oil and Gas;Energy
NLBNPIT305L5;Enjoy Cash Collect Memory Step Down;BPER Banca S.p.A.;BIT:BPE;Borsa Italiana (Euronext Milan);IT0000066123;Banking;Financials
NLBNPIT305L5;Enjoy Cash Collect Memory Step Down;Societe Generale S.A.;EPA:GLE;EPA;FR0000130809;Banking;Financials
NLBNPIT305L5;Enjoy Cash Collect Memory Step Down;Barclays PLC;LON:BARC;LSE;GB0031348658;Banking;Financials
NLBNPIT305L5;Enjoy Cash Collect Memory Step Down;Banco Bilbao Vizcaya Argentaria S.A.;BME:BBVA;BME;ES0113211835;Banking;Financials
NLBNPIT305N1;Enjoy Cash Collect Memory Step Down;Meta Platforms, Inc.;NASDAQ:META;NASDAQ;US30303M1027;Internet Content and Information;Communication Services
NLBNPIT305N1;Enjoy Cash Collect Memory Step Down;Alphabet Inc. Class A;NASDAQ:GOOGL;NASDAQ;US02079K3059;Internet Content and Information;Communication Services
NLBNPIT305N1;Enjoy Cash Collect Memory Step Down;C3.ai, Inc.;NYSE:AI;NYSE;US12468P1049;Software;Technology
NLBNPIT305R2;Enjoy Cash Collect Memory Step Down;Burberry Group plc;LON:BRBY;LSE;GB0031743007;Apparel, Accessories and Luxury Goods;Consumer Discretionary
NLBNPIT305R2;Enjoy Cash Collect Memory Step Down;Kering SA;EPA:KER;EPA;FR0000121485;Apparel, Accessories and Luxury Goods;Consumer Discretionary
NLBNPIT305R2;Enjoy Cash Collect Memory Step Down;Moncler S.p.A.;BIT:MONC;Borsa Italiana (Euronext Milan);IT0004965148;Apparel, Accessories and Luxury Goods;Consumer Discretionary
NLBNPIT305R2;Enjoy Cash Collect Memory Step Down;Compagnie Financiere Richemont SA;SWX:CFR;SIX Swiss Exchange;CH0210483332;Apparel, Accessories and Luxury Goods;Consumer Discretionary
NLBNPIT305S0;Enjoy Cash Collect Memory Step Down;Intel Corp;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
NLBNPIT305S0;Enjoy Cash Collect Memory Step Down;NVIDIA Corp;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Technology
NLBNPIT305S0;Enjoy Cash Collect Memory Step Down;Oracle Corp;NYSE:ORCL;NYSE;US68389X1054;Software;Technology
NLBNPIT305S0;Enjoy Cash Collect Memory Step Down;Broadcom Inc;NASDAQ:AVGO;NASDAQ;US11135F1012;Semiconductors;Technology
NLBNPIT305V4;Enjoy Cash Collect Memory Step Down on Planet Labs PBC, Intuitive Machines Inc, EchoStar Corp;Planet Labs PBC;NYSE:PL;NYSE;US72703X1063;Space and Satellite Technology;Technology
NLBNPIT305V4;Enjoy Cash Collect Memory Step Down on Planet Labs PBC, Intuitive Machines Inc, EchoStar Corp;Intuitive Machines Inc;NASDAQ:LUNR;NASDAQ;US46125A1007;Space and Satellite Technology;Industrials
NLBNPIT305V4;Enjoy Cash Collect Memory Step Down on Planet Labs PBC, Intuitive Machines Inc, EchoStar Corp;EchoStar Corp;NASDAQ:SATS;NASDAQ;US2787681061;Space and Satellite Technology;Communication Services
XS3396513379;100% Protected Cash Collect on Solactive BTP 10 Annual Comp. Yield;Solactive BTP 10 Annual Comp. Yield;SOITA10Y;N/A;N/A;Government Bonds;Finance
XS3396514187;100% Protected Cash Collect on Solactive BTP 10 Annual Comp. Yield Index;Solactive BTP 10 Annual Comp. Yield Index;SOITA10Y;N/A;N/A;Government Bonds;Finance
NLBNPIT30549;Fast Low Barrier Cash Collect on AST SpaceMobile, EchoStar Corp, Rocket Lab Corp;AST SpaceMobile Inc;NASDAQ:ASTS;NASDAQ;US00217D1000;Telecommunications;Communication Services
NLBNPIT30549;Fast Low Barrier Cash Collect on AST SpaceMobile, EchoStar Corp, Rocket Lab Corp;EchoStar Corp;NASDAQ:SATS;NASDAQ;US2787681061;Telecommunications;Communication Services
NLBNPIT30549;Fast Low Barrier Cash Collect on AST SpaceMobile, EchoStar Corp, Rocket Lab Corp;Rocket Lab Corp;NASDAQ:RKLB;NASDAQ;US7731211089;Aerospace and Defense;Industrials
IT0005717639;Phoenix Memory Airbag Step Down su Dell Technologies Inc., IonQ Inc. e D-Wave Quantum Inc. con scadenza 7 gennaio 2028;Dell Technologies Inc.;NYSE:DELL;NYSE;US24703L2025;Computer Hardware;Technology
IT0005717639;Phoenix Memory Airbag Step Down su Dell Technologies Inc., IonQ Inc. e D-Wave Quantum Inc. con scadenza 7 gennaio 2028;IonQ Inc.;NYSE:IONQ;NYSE;US46222L1089;Computer Hardware;Technology
IT0005717639;Phoenix Memory Airbag Step Down su Dell Technologies Inc., IonQ Inc. e D-Wave Quantum Inc. con scadenza 7 gennaio 2028;D-Wave Quantum Inc.;NYSE:QBTS;NYSE;US26740W1099;Computer Hardware;Technology
NLBNPIT30622;Fixed Cash Collect Step Down on SpaceX, Planet Labs, AST SpaceMobile (Worst Of);AST SpaceMobile Inc;NASDAQ:ASTS;NASDAQ;US00217D1000;Telecommunications;Communication Services
NLBNPIT30622;Fixed Cash Collect Step Down on SpaceX, Planet Labs, AST SpaceMobile (Worst Of);Planet Labs PBC;NYSE:PL;NYSE;US72703X1063;Aerospace and Defense;Industrials
NLBNPIT305Z5;Fixed Cash Collect on Space Exploration Technologies Corp;Space Exploration Technologies Corp;NASDAQ:SPCX;N/A;US84615Q1031;Aerospace and Defense;Industrials
NLBNPIT305X0;Cash Collect Memory Booster Protection Step Down on Space Exploration Technologies Corp (SpaceX);Space Exploration Technologies Corp (SpaceX);NASDAQ:SPCX;N/A;US84615Q1031;Aerospace and Defense;Industrials
NLBNPIT30614;Fixed Cash Collect Step Down on SpaceX and Tesla (Worst Of);Tesla, Inc.;NASDAQ:TSLA;NASDAQ;US88160R1014;Automobiles;Consumer Discretionary
