isin;ask;bid;dt
CH1390871320;"";"";2026-05-26T15-00-30
CH1453354354;"";"";2026-05-26T15-00-30
CH1525083544;"";"";2026-05-26T15-00-30
CH1550425057;"";1019.3;2026-05-26T15-00-30
IT0006767823;"";"";2026-05-26T08-00-47
IT0006771148;"";"";2026-05-26T08-00-47
IT0006771353;"";"";2026-05-26T08-00-47
it0006771353;"";"";2026-05-26T08-00-47
IT0006767823;"";"";2026-05-26T15-00-30
IT0006771148;"";"";2026-05-26T15-00-30
IT0006771353;"";"";2026-05-26T15-00-30
it0006771353;"";"";2026-05-26T15-00-30
DE000VG656A7;"";"";2026-05-26T08-00-47
DE000VH30021;"";"";2026-05-26T08-00-47
DE000VH68M19;"";90;2026-05-26T08-00-47
DE000VJ6U7J7;"";"";2026-05-26T08-00-47
DE000VG656A7;"";"";2026-05-26T15-00-30
DE000VH30021;"";"";2026-05-26T15-00-30
DE000VH68M19;"";"";2026-05-26T15-00-30
DE000VJ6U7J7;"";"";2026-05-26T15-00-30
NLBNPIT2EPT9;"";"";2026-05-26T08-00-47
NLBNPIT2TQJ6;"";100.38;2026-05-26T08-00-47
NLBNPIT300C5;"";97.18;2026-05-26T08-00-47
XS3236768365;"";"";2026-05-26T08-00-47
XS3266629172;"";"";2026-05-26T08-00-47
XS3287393642;"";"";2026-05-26T08-00-47
XS3304607255;"";"";2026-05-26T08-00-47
XS3312413183;"";"";2026-05-26T08-00-47
XS3312413340;"";"";2026-05-26T08-00-47
XS3312413423;"";"";2026-05-26T08-00-47
XS3312413696;"";"";2026-05-26T08-00-47
XS3312413779;"";"";2026-05-26T08-00-47
XS3312413852;"";"";2026-05-26T08-00-47
XS3342731489;"";"";2026-05-26T08-00-47
XS3343672740;"";"";2026-05-26T08-00-47
NLBNPIT2EPT9;"";"";2026-05-25T15-00-38
NLBNPIT2TQJ6;"";100.32;2026-05-25T15-00-38
NLBNPIT300C5;"";97.14;2026-05-25T15-00-38
XS3236768365;"";"";2026-05-25T15-00-38
XS3266629172;"";"";2026-05-25T15-00-38
XS3287393642;"";"";2026-05-25T15-00-38
XS3304607255;"";"";2026-05-25T15-00-38
XS3312413183;"";"";2026-05-25T15-00-38
XS3312413340;"";"";2026-05-25T15-00-38
XS3312413423;"";"";2026-05-25T15-00-38
XS3312413696;"";"";2026-05-25T15-00-38
XS3312413779;"";"";2026-05-25T15-00-38
XS3312413852;"";"";2026-05-25T15-00-38
XS3342731489;"";"";2026-05-25T15-00-38
XS3343672740;"";"";2026-05-25T15-00-38
CH1390871320;"";"";2026-05-25T08-00-41
CH1453354354;"";"";2026-05-25T08-00-41
CH1525083544;"";"";2026-05-25T08-00-41
CH1550425057;"";1013.86;2026-05-25T08-00-41
CH1390871320;"";"";2026-05-25T15-00-38
CH1453354354;"";"";2026-05-25T15-00-38
CH1525083544;"";"";2026-05-25T15-00-38
CH1550425057;"";1018.82;2026-05-25T15-00-38
IT0006767823;"";"";2026-05-25T08-00-41
IT0006771148;"";"";2026-05-25T08-00-41
IT0006771353;"";"";2026-05-25T08-00-41
it0006771353;"";"";2026-05-25T08-00-41
IT0006767823;"";"";2026-05-25T15-00-38
IT0006771148;"";"";2026-05-25T15-00-38
IT0006771353;"";"";2026-05-25T15-00-38
it0006771353;"";"";2026-05-25T15-00-38
DE000VG656A7;"";"";2026-05-25T08-00-41
DE000VH30021;"";"";2026-05-25T08-00-41
DE000VH68M19;"";"";2026-05-25T08-00-41
DE000VJ6U7J7;"";"";2026-05-25T08-00-41
DE000VG656A7;"";"";2026-05-25T15-00-38
DE000VH30021;"";"";2026-05-25T15-00-38
DE000VH68M19;"";"";2026-05-25T15-00-38
DE000VJ6U7J7;"";"";2026-05-25T15-00-38
NLBNPIT2EPT9;"";"";2026-05-25T08-00-41
NLBNPIT2TQJ6;"";100.18;2026-05-25T08-00-41
NLBNPIT300C5;"";96.91;2026-05-25T08-00-41
XS3236768365;"";"";2026-05-25T08-00-41
CH1390871320;"";"";2026-05-27T15-00-50
CH1453354354;"";"";2026-05-27T15-00-50
CH1525083544;"";"";2026-05-27T15-00-50
CH1550425057;"";1018.69;2026-05-27T15-00-50
IT0006767823;"";"";2026-05-27T15-00-50
IT0006771148;"";"";2026-05-27T15-00-50
IT0006771353;"";"";2026-05-27T15-00-50
it0006771353;"";"";2026-05-27T15-00-50
DE000VG656A7;"";"";2026-05-27T15-00-50
DE000VH30021;"";"";2026-05-27T15-00-50
DE000VH68M19;"";"";2026-05-27T15-00-50
DE000VJ6U7J7;"";"";2026-05-27T15-00-50
NLBNPIT2EPT9;"";"";2026-05-27T15-00-50
NLBNPIT2TQJ6;"";100.43;2026-05-27T15-00-50
NLBNPIT300C5;"";97.40;2026-05-27T15-00-50
XS3236768365;"";"";2026-05-27T15-00-50
XS3266629172;"";"";2026-05-27T15-00-50
XS3287393642;"";"";2026-05-27T15-00-50
XS3304607255;"";"";2026-05-27T15-00-50
XS3312413183;"";"";2026-05-27T15-00-50
XS3312413340;"";"";2026-05-27T15-00-50
XS3312413423;"";"";2026-05-27T15-00-50
XS3312413696;"";"";2026-05-27T15-00-50
XS3312413779;"";"";2026-05-27T15-00-50
XS3312413852;"";"";2026-05-27T15-00-50
XS3342731489;"";"";2026-05-27T15-00-50
XS3343672740;"";"";2026-05-27T15-00-50
NLBNPIT2EPT9;"";"";2026-05-28T13-00-54
NLBNPIT2TQJ6;"";100.30;2026-05-28T13-00-54
NLBNPIT300C5;"";97.66;2026-05-28T13-00-54
XS3236768365;"";"";2026-05-28T13-00-54
XS3266629172;"";"";2026-05-28T13-00-54
XS3287393642;"";"";2026-05-28T13-00-54
XS3304607255;"";"";2026-05-28T13-00-54
XS3312413183;"";"";2026-05-28T13-00-54
XS3312413340;"";"";2026-05-28T13-00-54
XS3312413423;"";"";2026-05-28T13-00-54
XS3312413696;"";"";2026-05-28T13-00-54
XS3312413779;"";"";2026-05-28T13-00-54
XS3312413852;"";"";2026-05-28T13-00-54
XS3342731489;"";"";2026-05-28T13-00-54
XS3343672740;"";"";2026-05-28T13-00-54
NLBNPIT2EPT9;"";"";2026-05-28T15-01-05
NLBNPIT2TQJ6;"";100.35;2026-05-28T15-01-05
NLBNPIT300C5;"";97.51;2026-05-28T15-01-05
XS3236768365;"";"";2026-05-28T15-01-05
XS3266629172;"";"";2026-05-28T15-01-05
XS3287393642;"";"";2026-05-28T15-01-05
XS3304607255;"";"";2026-05-28T15-01-05
XS3312413183;"";"";2026-05-28T15-01-05
XS3312413340;"";"";2026-05-28T15-01-05
XS3312413423;"";"";2026-05-28T15-01-05
XS3312413696;"";"";2026-05-28T15-01-05
XS3312413779;"";"";2026-05-28T15-01-05
XS3312413852;"";"";2026-05-28T15-01-05
XS3342731489;"";"";2026-05-28T15-01-05
XS3343672740;"";"";2026-05-28T15-01-05
CH1390871320;"";"";2026-05-28T08-00-28
CH1453354354;"";"";2026-05-28T08-00-28
CH1525083544;"";"";2026-05-28T08-00-28
CH1550425057;"";1017.11;2026-05-28T08-00-28
CH1390871320;"";"";2026-05-28T13-00-54
CH1453354354;"";"";2026-05-28T13-00-54
CH1525083544;"";"";2026-05-28T13-00-54
CH1550425057;"";1017.42;2026-05-28T13-00-54
CH1390871320;"";"";2026-05-28T15-01-05
CH1453354354;"";"";2026-05-28T15-01-05
CH1525083544;"";"";2026-05-28T15-01-05
CH1550425057;"";1016.29;2026-05-28T15-01-05
IT0006767823;"";"";2026-05-28T08-00-28
IT0006771148;"";"";2026-05-28T08-00-28
IT0006771353;"";"";2026-05-28T08-00-28
it0006771353;"";"";2026-05-28T08-00-28
IT0006767823;"";"";2026-05-28T13-00-54
IT0006771148;"";"";2026-05-28T13-00-54
IT0006771353;"";"";2026-05-28T13-00-54
it0006771353;"";"";2026-05-28T13-00-54
IT0006767823;"";"";2026-05-28T15-01-05
IT0006771148;"";"";2026-05-28T15-01-05
IT0006771353;"";"";2026-05-28T15-01-05
it0006771353;"";"";2026-05-28T15-01-05
DE000VG656A7;"";"";2026-05-28T08-00-28
DE000VH30021;"";"";2026-05-28T08-00-28
DE000VH68M19;"";"";2026-05-28T08-00-28
DE000VJ6U7J7;"";"";2026-05-28T08-00-28
DE000VG656A7;"";"";2026-05-28T13-00-54
DE000VH30021;"";"";2026-05-28T13-00-54
DE000VH68M19;"";"";2026-05-28T13-00-54
DE000VJ6U7J7;"";"";2026-05-28T13-00-54
DE000VG656A7;"";"";2026-05-28T15-01-05
DE000VH30021;"";"";2026-05-28T15-01-05
DE000VH68M19;"";"";2026-05-28T15-01-05
DE000VJ6U7J7;"";"";2026-05-28T15-01-05
NLBNPIT2EPT9;"";"";2026-05-28T08-00-28
NLBNPIT2TQJ6;"";100.37;2026-05-28T08-00-28
NLBNPIT300C5;"";97.57;2026-05-28T08-00-28
XS3236768365;"";"";2026-05-28T08-00-28
XS3266629172;"";"";2026-05-28T08-00-28
XS3287393642;"";"";2026-05-28T08-00-28
XS3304607255;"";"";2026-05-28T08-00-28
XS3312413183;"";"";2026-05-28T08-00-28
XS3312413340;"";"";2026-05-28T08-00-28
XS3312413423;"";"";2026-05-28T08-00-28
XS3312413696;"";"";2026-05-28T08-00-28
XS3312413779;"";"";2026-05-28T08-00-28
XS3312413852;"";"";2026-05-28T08-00-28
XS3342731489;"";"";2026-05-28T08-00-28
XS3343672740;"";"";2026-05-28T08-00-28
NLBNPIT2EPT9;"";"";2026-05-29T08-00-30
NLBNPIT2TQJ6;"";100.82;2026-05-29T08-00-30
NLBNPIT300C5;"";98.54;2026-05-29T08-00-30
XS3236768365;"";"";2026-05-29T08-00-30
XS3266629172;"";"";2026-05-29T08-00-30
XS3287393642;"";"";2026-05-29T08-00-30
XS3304607255;"";"";2026-05-29T08-00-30
XS3312413183;"";"";2026-05-29T08-00-30
XS3312413340;"";"";2026-05-29T08-00-30
XS3312413423;"";"";2026-05-29T08-00-30
XS3312413696;"";"";2026-05-29T08-00-30
XS3312413779;"";"";2026-05-29T08-00-30
XS3312413852;"";"";2026-05-29T08-00-30
XS3342731489;"";"";2026-05-29T08-00-30
XS3343672740;"";"";2026-05-29T08-00-30
NLBNPIT2EPT9;"";"";2026-05-29T13-00-49
NLBNPIT2TQJ6;"";100.53;2026-05-29T13-00-49
NLBNPIT300C5;"";98.23;2026-05-29T13-00-49
XS3236768365;"";"";2026-05-29T13-00-49
XS3266629172;"";"";2026-05-29T13-00-49
XS3287393642;"";"";2026-05-29T13-00-49
XS3304607255;"";"";2026-05-29T13-00-49
XS3312413183;"";"";2026-05-29T13-00-49
XS3312413340;"";"";2026-05-29T13-00-49
XS3312413423;"";"";2026-05-29T13-00-49
XS3312413696;"";"";2026-05-29T13-00-49
XS3312413779;"";"";2026-05-29T13-00-49
XS3312413852;"";"";2026-05-29T13-00-49
XS3342731489;"";"";2026-05-29T13-00-49
XS3343672740;"";"";2026-05-29T13-00-49
NLBNPIT2EPT9;"";"";2026-05-29T15-00-30
NLBNPIT2TQJ6;"";100.58;2026-05-29T15-00-30
NLBNPIT300C5;"";98.22;2026-05-29T15-00-30
XS3236768365;"";"";2026-05-29T15-00-30
XS3266629172;"";"";2026-05-29T15-00-30
XS3287393642;"";"";2026-05-29T15-00-30
XS3304607255;"";"";2026-05-29T15-00-30
XS3312413183;"";"";2026-05-29T15-00-30
XS3312413340;"";"";2026-05-29T15-00-30
XS3312413423;"";"";2026-05-29T15-00-30
XS3312413696;"";"";2026-05-29T15-00-30
XS3312413779;"";"";2026-05-29T15-00-30
XS3312413852;"";"";2026-05-29T15-00-30
XS3342731489;"";"";2026-05-29T15-00-30
XS3343672740;"";"";2026-05-29T15-00-30
CH1390871320;"";"";2026-05-28T15-20-27
CH1453354354;"";"";2026-05-28T15-20-27
CH1525083544;"";"";2026-05-28T15-20-27
CH1550425057;"";1018.89;2026-05-28T15-20-27
CH1390871320;"";"";2026-05-29T08-00-30
CH1453354354;"";"";2026-05-29T08-00-30
CH1525083544;"";"";2026-05-29T08-00-30
CH1550425057;"";1017.02;2026-05-29T08-00-30
CH1390871320;"";"";2026-05-29T13-00-49
CH1453354354;"";"";2026-05-29T13-00-49
CH1525083544;"";"";2026-05-29T13-00-49
CH1550425057;"";1014.69;2026-05-29T13-00-49
CH1390871320;"";"";2026-05-29T15-00-30
CH1453354354;"";"";2026-05-29T15-00-30
CH1525083544;"";"";2026-05-29T15-00-30
CH1550425057;"";1014.56;2026-05-29T15-00-30
IT0006767823;"";"";2026-05-28T15-20-27
IT0006770512;"";"";2026-05-28T15-20-27
IT0006771148;"";"";2026-05-28T15-20-27
IT0006771353;"";"";2026-05-28T15-20-27
IT0006772062;"";"";2026-05-28T15-20-27
IT0006772583;"";"";2026-05-28T15-20-27
IT0006775347;"";"";2026-05-28T15-20-27
IT0006775404;"";"";2026-05-28T15-20-27
IT0006775891;"";"";2026-05-28T15-20-27
it0006771353;"";"";2026-05-28T15-20-27
it0006772583;"";"";2026-05-28T15-20-27
IT0006767823;"";"";2026-05-29T08-00-30
IT0006770512;"";"";2026-05-29T08-00-30
IT0006771148;"";"";2026-05-29T08-00-30
IT0006771353;"";"";2026-05-29T08-00-30
IT0006772062;"";"";2026-05-29T08-00-30
IT0006772583;"";"";2026-05-29T08-00-30
IT0006775347;"";"";2026-05-29T08-00-30
IT0006775404;"";"";2026-05-29T08-00-30
IT0006775891;"";"";2026-05-29T08-00-30
it0006771353;"";"";2026-05-29T08-00-30
it0006772583;"";"";2026-05-29T08-00-30
IT0006767823;"";"";2026-05-29T13-00-49
IT0006770512;"";"";2026-05-29T13-00-49
IT0006771148;"";"";2026-05-29T13-00-49
IT0006771353;"";"";2026-05-29T13-00-49
IT0006772062;"";"";2026-05-29T13-00-49
IT0006772583;"";"";2026-05-29T13-00-49
IT0006775347;"";"";2026-05-29T13-00-49
IT0006775404;"";"";2026-05-29T13-00-49
IT0006775891;"";"";2026-05-29T13-00-49
it0006771353;"";"";2026-05-29T13-00-49
it0006772583;"";"";2026-05-29T13-00-49
IT0006767823;"";"";2026-05-29T15-00-30
IT0006770512;"";"";2026-05-29T15-00-30
IT0006771148;"";"";2026-05-29T15-00-30
IT0006771353;"";"";2026-05-29T15-00-30
IT0006772062;"";"";2026-05-29T15-00-30
IT0006772583;"";"";2026-05-29T15-00-30
IT0006775347;"";"";2026-05-29T15-00-30
IT0006775404;"";"";2026-05-29T15-00-30
IT0006775891;"";"";2026-05-29T15-00-30
it0006771353;"";"";2026-05-29T15-00-30
it0006772583;"";"";2026-05-29T15-00-30
DE000VG656A7;"";"";2026-05-28T15-20-27
DE000VH30021;"";"";2026-05-28T15-20-27
DE000VH68M19;"";"";2026-05-28T15-20-27
DE000VJ6U7J7;"";"";2026-05-28T15-20-27
DE000VG656A7;"";"";2026-05-29T08-00-30
DE000VH30021;"";"";2026-05-29T08-00-30
DE000VH68M19;"";"";2026-05-29T08-00-30
DE000VJ6U7J7;"";"";2026-05-29T08-00-30
DE000VG656A7;"";"";2026-05-29T13-00-49
DE000VH30021;"";"";2026-05-29T13-00-49
DE000VH68M19;"";"";2026-05-29T13-00-49
DE000VJ6U7J7;"";"";2026-05-29T13-00-49
DE000VG656A7;"";"";2026-05-29T15-00-30
DE000VH30021;"";"";2026-05-29T15-00-30
DE000VH68M19;"";"";2026-05-29T15-00-30
NLBNPIT2EPT9;"";"";2026-05-28T15-20-27
NLBNPIT2TQJ6;"";100.42;2026-05-28T15-20-27
NLBNPIT300C5;"";97.85;2026-05-28T15-20-27
XS3236768365;"";"";2026-05-28T15-20-27
XS3266629172;"";"";2026-05-28T15-20-27
XS3287393642;"";"";2026-05-28T15-20-27
XS3304607255;"";"";2026-05-28T15-20-27
XS3312413183;"";"";2026-05-28T15-20-27
XS3312413340;"";"";2026-05-28T15-20-27
XS3312413423;"";"";2026-05-28T15-20-27
XS3312413696;"";"";2026-05-28T15-20-27
XS3312413779;"";"";2026-05-28T15-20-27
XS3312413852;"";"";2026-05-28T15-20-27
XS3342731489;"";"";2026-05-28T15-20-27
XS3343672740;"";"";2026-05-28T15-20-27
